RISM_ID,ID,200a_f
850802446,IT\ICCU\MSM\0291808,Canzone del Canneto | [Umberto Lechi]
850802447,IT\ICCU\LO1\1454044,Sonata Pastorale | Tartini
850802448,IT\ICCU\LO1\1454108,Favola triste | Umberto Lechi
850802451,IT\ICCU\MSM\0291806,Sogni | [Umberto Lechi]
850802452,IT\ICCU\MSM\0291809,Mentre tu canti | [Umberto Lechi]
850802453,IT\ICCU\MSM\0291810,Invocation | A. De Musset
850802454,IT\ICCU\MSM\0291820,Ave Maria | Musica di Umberto Lechi
850802456,IT\ICCU\LO1\1454236,[Composizioni per voce e pianoforte | Umberto Lechi]
850802457,IT\ICCU\LO1\1454133,"Cavatina, Come, per Me; Sereno: Nell'Opera; La Sonnambula | Del Signor Maestro Cavaliere Bellini"
850802458,IT\ICCU\LO1\1454076,Racconto | Musica di Umberto Lechi
850802459,IT\ICCU\LO1\1454081,Racconto | [Umberto Lechi]
850802460,IT\ICCU\LO1\1454113,Cavatina Giusto Ciel Nell'Elisa e Claudio | Del Sig. M.o Mercadante
850802461,IT\ICCU\LO1\1454116,[Composizioni per voce e pianoforte | Umberto Lechi]
850802463,IT\ICCU\MSM\0291811,Piccola serenata | Ettore Guatelli [?]
850802464,IT\ICCU\LO1\1453896,La Campana Vespertina | di B. Pisani
850802466,IT\ICCU\LO1\1454166,Aria Qui m'accolse Nell'Opera Beatrice di Tenda | del Maestro Vincenzo Bellini
850802467,IT\ICCU\LO1\1454231,"Coro e Cavatina De' miei cari i doni, e i voti | del Maes.ro F. Chiaromonte"
850802468,IT\ICCU\MSM\0291814,Canzoni del Canneto | Nicolaus Leanu
850802470,IT\ICCU\MSM\0291822,Notte lunare | Parole J. Freicherr von Eichendorff
850802473,IT\ICCU\LO1\1454582,"Trè Quartetti Per due Violini Viola E Basso, opera 8. | Del Sig.r Ignazio Pleyel"
850802475,IT\ICCU\LO1\1454210,Lasciali dir | Parole di Lorenzo Stecchetti
850802476,IT\ICCU\MSM\0291819,Frammento | [Umberto Lechi]
850802477,IT\ICCU\LO1\1454359,Frammento | [Umberto Lechi]
850802478,IT\ICCU\LO1\1454621,"Trè Quartetti Per due Violini Viola E Violoncello, Op:a 14. | Del Sig.r Ignazio Pleyel"
850802479,IT\ICCU\LO1\1454524,"Trè Quartetti Per due Violini, Viola, e Violoncello, Opera 15. | Del Sig.r Ignazio Pleijel"
850802481,IT\ICCU\LO1\1454350,Sonata 5. per Violoncello | di Tomaso Albinoni
850802482,IT\ICCU\LO1\1454414,Romance sans paroles pour violon | par Camillo Sivori
850802483,IT\ICCU\LO1\1454425,Lungi lungi | M.o Cipolla
850802485,IT\ICCU\LO1\1454355,La Carità | di Arturo Vanbianchi
850802486,IT\ICCU\LO1\1454348,Aria | di Händel
850802487,IT\ICCU\LO1\1454353,[Composizioni per voce e pianoforte | Umberto Lechi]
850802488,IT\ICCU\LO1\1454357,Stabat Mater Dolorosa | Rossini
850802489,IT\ICCU\MSM\0291812,Tu sei come un fiore | (Heine)
850802490,IT\ICCU\LO1\1454388,"Trompez-moi, Trompez-nous | di C. Emery Coen"
850802491,IT\ICCU\LO1\1456597,Ave Maria | Schubert
850802492,IT\ICCU\LO1\1455392,Quartetti N:o 2 | Kreutzer
850802493,IT\ICCU\LO1\1455402,Quartetti N:o 3 | Kreutzer
850802496,IT\ICCU\LO1\1455824,Elegia per la morte di Cavour | Alfredo Piatti
850802497,IT\ICCU\LO1\1455829,4.me Suite pour Violoncelle seul | par J.S. Bach
850802498,IT\ICCU\MSM\0291858,1. Allegro | [Otto Carl Erdmann Kospoth]
850802501,IT\ICCU\LO1\1455838,Suite 1.re pour Violoncello seul | par J.S. Bach
850802503,IT\ICCU\MSM\0291867,Sonata Seconda | [Pietro Piozzi]
850802504,IT\ICCU\MSM\0291863,6. Allegro | [Otto Carl Erdmann Kospoth]
850802506,IT\ICCU\LO1\1457320,Un botton di rosa | di Fisogni Carlo
850802507,IT\ICCU\LO1\1457380,Margherita | di Geremia Saltelli
850802508,IT\ICCU\LO1\1456890,Musica istrmentale Sopra le sette ultime Parole del nostro Redentore in Croce | Ridote in quartetto del Sig.r Giuseppe Haijdn
850802509,IT\ICCU\LO1\1456949,Quintetto 10. Per due Violini due Viole & Violoncello | Del Sig.r Ignazio Pleÿel
850802510,IT\ICCU\LO1\1457247,Quintetto 54. Per due Violini due Viole & Violoncello | Del Sig.r Ignazio Pleÿel
850802511,IT\ICCU\LO1\1456623,Pioggia d'Aprile | A. Piatti
850802514,IT\ICCU\LO1\1456632,La Gagliarda | di Alfredo Piatti
850802515,IT\ICCU\LO1\1458426,Notturno sul nome Greco | di Giuseppe Colturi
850802516,IT\ICCU\TO0\1862544,Cantate Domino | Haendel
850802517,IT\ICCU\LO1\1458138,Fantasia per due contrabassi dalle canzonette di Rossini | Bottesini
850802522,IT\ICCU\LO1\1458347,Tema Con Variazioni per Chitarra | del Celeb: Maestro Giugliani
850802523,IT\ICCU\CAG\1957057,Introduzione e allegro | Goffredo Petrassi
850802524,IT\ICCU\LO1\1458410,"Esercizj pel Piano=Forte | composti dai Signori Pleyel e Dussek, Compendio dell'Opera in grande"
850802525,IT\ICCU\LO1\1458429,Notturno | Giuseppe Colturi
850802527,IT\ICCU\LO1\1458366,"Tema con Variazioni per Flauto, e Chitarra Francese | Composti dal Sig.r Giuseppe Anelli"
850802528,IT\ICCU\LO1\1458372,L'esp [...] di Pianello | Cesare Lenna
850802537,IT\ICCU\LO1\1462027,Non badi alle sue chiacchiere | di Girolamo Forini
850802538,IT\ICCU\LO1\1465611,Studj di contrappunto disposti a due | fatte [!] sotto la direzione del sig.r D. Saverio Verde
850802539,IT\ICCU\LO1\1465614,Ad Espero | Oreste Ravanello
850802540,IT\ICCU\LO1\1466468,Jucunda est | D Maffeis
850802541,IT\ICCU\LO1\1465617,Studio di contrappunto disposto a quattro | sotto la direzione del sig.r D. Fedele Fenaroli
850802542,IT\ICCU\LO1\1465619,"Studj di contrappunto disposti a due, per imitazione | fatti sotto la direzione del sig.r D. Saverio Verde"
850802543,IT\ICCU\LO1\1465623,"Disposizioni, a tre per imitazi.ne | fatte sotto la direzione del sig.r D. Fedele Fenaroli"
850802546,IT\ICCU\LO1\1463958,Di quel ciglio il dolce impero | Niccolò Piccinni
850802547,IT\ICCU\LO1\1466391,Cantata | Gallignani
850802548,IT\ICCU\LO1\1466409,Romanza | [Francesco Pasini]
850802549,IT\ICCU\LO1\1465520,Inno a Giovanna D'Arco | Musica del M.o Premoli
850802550,IT\ICCU\LO1\1467411,"Prélude pour ""La tempete"" de W. Shakespeare | A. Honegger"
850802551,IT\ICCU\LO1\1467419,Le Dit des Jeux du Monde | Arthur Honegger
850802552,IT\ICCU\LO1\1466134,Sento che t'amo e te lo voglio dire | Musica di Mary Rosselli-Nissim
850802554,IT\ICCU\LO1\1466432,Prima dichiarazione | di A. Simonetti
850802556,IT\ICCU\LO1\1468141,Alla Musa | di Enrico Bossi
850802558,IT\ICCU\LO1\1465534,[Giovanna D'Arco | di Giov. Premoli]
850802559,IT\ICCU\LO1\1466441,Prima dichiarazione | A. Simonetti
850802562,IT\ICCU\LO1\1466145,"L'amor prigioniero | di Giov: Adolfo Hasse, d:to il Sassone"
850802563,IT\ICCU\LO1\1466154,La gelosia | di Giov:ni Adolfo Hasse d:to il Sassone
850802564,IT\ICCU\LO1\1466155,Cantata con stromenti e particolarmente con l'armonica | da Giovanni Adolfo Hasse detto il Sassone
850802565,IT\ICCU\LO1\1466157,Ar je reu obaj cbew! | de Smaj Jovanovitch
850802566,IT\ICCU\LO1\1468073,Un tempo concertato per due clarinetti sib e pianoforte | D Maffeis
850802567,IT\ICCU\LO1\1466180,Rinaldo | Haendel
850802569,IT\ICCU\LO1\1466465,Jucunda est | D Maffeis
850802570,IT\ICCU\LO1\1466470,Magnificat a tre voci dispari con organo | D Maffeis
850802571,IT\ICCU\LO1\1466480,Ante colles ego parturiebar | D Maffeis
850802572,IT\ICCU\LO1\1466565,Sonata in la minore per violino e pianoforte | Daniele Maffeis
850802573,IT\ICCU\LO1\1466490,Ave Maria | D Maffeis
850802574,IT\ICCU\LO1\1465583,Romanza | Mascagni
850802575,IT\ICCU\LO1\1465587,A mia Madre! | Parole di Heine
850802576,IT\ICCU\LO1\1465635,Studio di contrappunto fugato a 4.o | sotto la direz.ne del sig.r D. Fedele Fenaroli
850802577,IT\ICCU\LO1\1468108,Intermezzo lirico per orchestra d'archi | D Maffeis
850802580,IT\ICCU\LO1\1466509,Confirma hoc Deus | D maffeis
850802581,IT\ICCU\LO1\1466510,Tantum ergo a 5 voci | D Maffeis
850802582,IT\ICCU\LO1\1466544,Scherzando | Daniele Maffeis
850802583,IT\ICCU\LO1\1466203,I due granatieri | Schumann
850802584,IT\ICCU\LO1\1466205,I due granatieri | Schumann
850802585,IT\ICCU\LO1\1464990,Ora mistica | Musica di L. Cristofoli
850802586,IT\ICCU\LO1\1464338,On going abroad | [by Alfred Piatti]
850802587,IT\ICCU\LO1\1467710,Tempo concertato per cornetta o tromba sib e pianoforte | D Maffeis
850802588,IT\ICCU\LO1\1466220,Ninna nanna | parole di Ilalina Montaguti Bonetti
850802589,IT\ICCU\LO1\1466508,Tantum ergo | D Maffeis
850802590,IT\ICCU\LO1\1467720,Concerto per cornetta o tromba sib con due clarinetti e orchestra d'archi | D Maffeis
850802591,IT\ICCU\LO1\1466557,Sonata in la minore | D Maffeis
850802595,IT\ICCU\LO1\1468115,I giocattoli di Teresina | Daniele Maffeis
850802596,IT\ICCU\LO1\1468149,Ieri | Versi di A. Galateo
850802597,IT\ICCU\LO1\1466825,Douce mémoire | Raffaele Cecconi
850802599,IT\ICCU\LO1\1466528,Sul lago | Daniele Maffeis
850802600,IT\ICCU\LO1\1466576,Sonata per pianoforte e violino in do min | D Maffeis
850802601,IT\ICCU\LO1\1466302,Barcarola | M. Noli
850802602,IT\ICCU\LO1\1466579,Dialogo fra giganti;Canto nostalgico;Qual cosa | Daniele Maffeis
850802603,IT\ICCU\LO1\1466539,Andante espressivo | D Maffeis
850802605,IT\ICCU\LO1\1468059,Recitativo e romanza | [Marco Enrico Bossi]
850802606,IT\ICCU\LO1\1468062,Pena d'amore | Enrico Bossi
850802607,IT\ICCU\LO1\1466382,A Lei | Schumann
850802608,IT\ICCU\LO1\1464333,La rosa appassita | [Alfredo Piatti]
850802609,IT\ICCU\LO1\1466405,Vieni al mar | di F. P
850802610,IT\ICCU\LO1\1466420,Dichiarazione! | Musica di Luigi Logheder
850802611,IT\ICCU\LO1\1467727,Tre momenti per trombone sib e pianoforte | Daniele Maffeis
850802612,IT\ICCU\LO1\1466501,Magnificamus te | D Maffeis
850802613,IT\ICCU\LO1\1467738,Tre momenti | D Maffeis
850802615,IT\ICCU\LO1\1466503,Vidi sanctos congregatos | D Maffeis
850802617,IT\ICCU\LO1\1466536,Primo tempo di sonata per violino e pianoforte | Daniele Maffeis
850802621,IT\ICCU\LO1\1466365,Il Sogno d'Amore | di Gaetano Masini
850802622,IT\ICCU\LO1\1466436,Prima dichiarazione | di A. Simonetti
850802623,IT\ICCU\LO1\1466439,Prima Dichiarazione | A. Simonetti
850802624,IT\ICCU\MSM\0291972,A mia Madre! | Parole di Heine
850802625,IT\ICCU\LO1\1466371,Bianca Casetta Mia! | di Giovanni Roggero
850802627,IT\ICCU\LO1\1468025,Triste rimembranza | E. Bossi
850802630,IT\ICCU\MSM\0291973,Notturnino | Parole di Panzacchi
850802632,IT\ICCU\LO1\1467371,Horace victorieux | Arthur Honegger
850802633,IT\ICCU\LO1\1466112,Notturno per Tenore | Parole di Allegri Cesare
850802634,IT\ICCU\LO1\1466129,Suora Ospitaliera | Musica di Mary Rosselli-Nissim
850802635,IT\ICCU\LO1\1464915,Stornello | F. Pasini
850802636,IT\ICCU\LO1\1466146,L'Aurora | di Gio: Adolfo Hasse d:to il Sassone
850802637,IT\ICCU\LO1\1466148,Cantata con strom:ti | di G Hasse detto il Sassone
850802638,IT\ICCU\LO1\1466149,La scusa | di Giovanni Adolfo Hasse detto il Sassone
850802639,IT\ICCU\LO1\1466151,Il nome | di Giov: Adolfo Hasse detto il Sassone
850802640,IT\ICCU\LO1\1466152,L'amor timido | di Giov:ni Adolfo Hasse d.to il Sassone
850802641,IT\ICCU\LO1\1464944,La mia Sorte | Parole di M. Maggioni
850802642,IT\ICCU\LO1\1464972,Il Gondoliere Fortunato | di Teodoro Döhler
850802643,IT\ICCU\LO1\1465028,In onore di Giovanna d'Arco | G. Premoli
850802644,IT\ICCU\LO1\1465032,In onore di Giovanna d'Arco | G. Premoli
850802646,IT\ICCU\LO1\1468043,Romanza Spero! per 1.2 soprano Tenore o per soprano | Parole e musica di E. Bossi
850802650,IT\ICCU\LO1\1468021,Pastorale I monti valtellinesi | M.E. Bossi
850802652,IT\ICCU\LO1\1468069,Un tempo concertato per due clarinetti sib e orchestra d'archi | Daniele Maffeis
850802653,IT\ICCU\LO1\1467847,Tre momenti per flauto e pianoforte | Daniele Maffeis
850802654,IT\ICCU\LO1\1468185,Jeanne d'arc | Marco Enrico Bossi
850802655,IT\ICCU\LO1\1468079,Intermezzo lirico per archi | D Maffeis
850802656,IT\ICCU\LO1\1465548,Romanza per Tenore con accompagnamento di Piano-forte | [Bonalda]
850802657,IT\ICCU\LO1\1465565,Brindisi a Cristoforo Colombo | Poesia del Prof. Cri. Ferrazzi
850802658,IT\ICCU\LO1\1465568,Brindisi a Cristoforo Colombo | Musica del M.o Cipolla
850802659,IT\ICCU\LO1\1464316,Introduzione e Allegro alla Spagnuola per violoncello e pianoforte | [Alfredo Piatti]
850802660,IT\ICCU\LO1\1465003,"Fatti vedere! | Sulle colline di Bergamo, Badia"
850802661,IT\ICCU\LO1\1465615,Studj di contrappunto disposti a trè | sotto la direzi.ne del sig.r D. Fedele Fenaroli
850802662,IT\ICCU\LO1\1465629,Studio di contrappunto disposto a quattro per imitaz.ne | sotto la direz.ne del sig.r D. Fedele Fenaroli
850802663,IT\ICCU\LO1\1465637,Ad Espero | di Oreste Ravanello
850802664,IT\ICCU\LO1\1465643,Non mi guardar così | di Oreste Ravanello
850802666,IT\ICCU\LO1\1466234,Madrigal | Parole di H. Ulrich
850802667,IT\ICCU\LO1\1466238,Madrigal | Parole di H. Ulrich
850802669,IT\ICCU\LO1\1463964,Quel labbro adorato | Baldassarre Galuppi
850802670,IT\ICCU\LO1\1466039,"Tre Melodie Romantiche | Musica di Oreste Ravanello, Venezia Maggio 1892"
850802671,IT\ICCU\LO1\1466167,Invocazione a S. Giuseppe | Bossi G. Battisti
850802672,IT\ICCU\LO1\1466290,Occhi di Fata | Musica di L. Denza
850802673,IT\ICCU\LO1\1466299,Solfeggi a due voci | F. Halevy
850802677,IT\ICCU\LO1\1464074,Concerto per Violoncello in sol minore | Alfredo Piatti
850802678,IT\ICCU\LO1\1464081,Rimembranze del Trovatore di Verdi per violoncello e orchestra | Alfredo Piatti
850802679,IT\ICCU\LO1\1466052,Voce di una rosa | [Orefice]
850802680,IT\ICCU\LO1\1466517,Lauda Sion | armonizzazione D Maffeis
850802681,IT\ICCU\LO1\1466519,Inno a santa Maria Goretti | Daniele Maffeis
850802684,IT\ICCU\LO1\1473295,Sonata 4. | P. Martino
850802685,IT\ICCU\LO1\1473320,Sonata 12. | Pa. Martino
850802686,IT\ICCU\LO1\1473334,Liberty concert for piano and orchestra | by Kurt Sonnenfeld
850802687,IT\ICCU\LO1\1473343,Liberty concert for piano | by Kurt Sonnenfeld
850802688,IT\ICCU\LO1\1473349,Liberty concert | [Kurt Sonnenfeld]
850802689,IT\ICCU\LO1\1469419,A holiday in the southsea-islands | Kurt Sonnefeld
850802690,IT\ICCU\LO1\1469423,Nostalgia per pianoforte | Kurt Sonnenfeld
850802691,IT\ICCU\LO1\1469458,Trasparenze. Walzer per pianoforte | Kurt Sonnenfeld
850802692,IT\ICCU\LO1\1469827,Reverie per timpano e pianoforte | Gi. Torrebruno
850802693,IT\ICCU\LO1\1469471,"Reverie per soprano, timpano e pianoforte | Torrebruno"
850802694,IT\ICCU\LO1\1469266,Konzertstück per timpano e piano | Kurt Sonnenfeld
850802695,IT\ICCU\LO1\1469274,Milan by night. A symphonic rhapsody | Kurt Sonnenfeld
850802696,IT\ICCU\LO1\1469408,Milan by night. A symphonic rhapsody. Partitura | by Kurt Sonnenfeld
850802697,IT\ICCU\LO1\1468943,Capricj | del sig.r Giuseppe barone Dall'Abaco
850802701,IT\ICCU\LO1\1470749,All'Italia | [Bazzini]
850802702,IT\ICCU\LO1\1470342,7 Variations pour Violons | Composés par François Krommer
850802703,IT\ICCU\LO1\1470786,Elegia | Bazzini
850802704,IT\ICCU\LO1\1470795,l'Abbandono | Bazzini
850802705,IT\ICCU\LO1\1469222,Turanda | musica del maestro A. Bazzini
850802706,IT\ICCU\LO1\1470346,8 Variations Pour Violon et Violoncelle | Par F. Krommer
850802707,IT\ICCU\LO1\1470348,Trois Duos Concertans pour deux Violons | composés par Krommer
850802708,IT\ICCU\LO1\1469279,Milan by night. A symphonic rhapsody | by Kurt Sonnenfeld
850802709,IT\ICCU\MSM\0291994,Barcarola | dall'Autore dedicata al Nob. Sig. Giambatta Chizzola
850802712,IT\ICCU\LO1\1470186,[Moto perpetuo swing: timpani e archi | Kurt Sonnenfeld]
850802713,IT\ICCU\LO1\1470212,Salon d'été | Kurt Sonnenfeld
850802715,IT\ICCU\LO1\1473525,Ouertur | [Carlo Lenzi]
850802716,IT\ICCU\LO1\1473528,Terzetto con Ripieni e Corni obbligati a soli | Carlo Lenzi
850802717,IT\ICCU\LO1\1473532,Accademia a 4 Parte Prima | Del Sig.r Carlo Lenzi
850802718,IT\ICCU\LO1\1469492,"[Reverie per timpano, soprano e pianoforte | Kurt Sonnenfeld"
850802719,IT\ICCU\USM\1926503,"Les quatre amours, ou la famille | paroles de M.r De Cossonville"
850802722,IT\ICCU\LO1\1470158,Moto perpetuo swing per timpano e pianoforte | L. Torrebruno
850802723,IT\ICCU\LO1\1469284,Milan by night. A symphonic rhapsody for 4 hands | Kurt sonnenfeld
850802724,IT\ICCU\LO1\1469995,[The Trans-Canadian express | Kurt Sonnenfeld!
850802725,IT\ICCU\LO1\1469996,Trans Canadian Express | Kurt Sonnenfeld
850802726,IT\ICCU\LO1\1470000,A symphonic spiritual | [Kurt Sonnenfeld]
850802727,IT\ICCU\LO1\1470023,Sweet wood | [Kurt Sonnenfeld]
850802728,IT\ICCU\LO1\1470026,[Sweet wood | Kurt Sonnenfeld]
850802729,IT\ICCU\LO1\1470037,Valse diabolique. Voce e a 4 mani | Kurt Sonnenfeld
850802730,IT\ICCU\LO1\1473608,Marchia a 2 Orchestre per l'em.mo Carrara | [Carlo Lenzi]
850802731,IT\ICCU\LO1\1469997,A spiritual introduction | Kurt Sonnenfeld
850802732,IT\ICCU\LO1\1470001,[A symphonic spiritual | Kurt Sonnenfeld]
850802734,IT\ICCU\LO1\1470040,[Valse diabolique | Kurt Sonnenfeld]
850802735,IT\ICCU\LO1\1470043,[Valse diabolique | Kurt Sonnenfeld]
850802736,IT\ICCU\LO1\1470046,Barcarola e Romanza | Kurt Sonnenfeld
850802737,IT\ICCU\LO1\1473534,Sinfonia in C cavata dal Orriginale | Del Sig.r Carlo Lenzi
850802738,IT\ICCU\LO1\1469829,The Trans-Canadian express. Symphonic expression | Kurt Sonnenfeld
850802739,IT\ICCU\LO1\1469830,[Trans-Canadian Express | Kurt Sonnenfeld]
850802740,IT\ICCU\LO1\1469846,The Trans-Canadian Express Vancouver - Halifax. Symphonic expression | Kurt Sonnenfeld
850802741,IT\ICCU\RT1\0024177,Sinfonia per orchestra e banda | composta da Attilio Nuti
850802742,IT\ICCU\LO1\1470176,Moto perpetuo per timpano e pianoforte | Torrebruno
850802743,IT\ICCU\LO1\1470152,Moto perpetuo swing | [Kurt Sonnenfeld]
850802744,IT\ICCU\LO1\1471374,Reverie | A. Bazzini
850802746,IT\ICCU\LO1\1470182,Fantasia Drammatica sull'Aria Finale dell'Opera Lucia di Lammermoor | composta per Violino con accompag:nto d'Orchestra da Antonio Bazzini
850802747,IT\ICCU\LO1\1470181,"Moto perpetuo swing per timpano, e pianoforte | L. Torrebruno"
850802748,IT\ICCU\LO1\1473290,Sonata 3. | P. Martino
850802749,IT\ICCU\LO1\1473307,Sonata 6. | P. Martino
850802750,IT\ICCU\LO1\1473311,Sonata 8. | P. Martino
850802751,IT\ICCU\LO1\1473348,La Campagna | [Paul Lecour]
850802752,IT\ICCU\LO1\1470201,La citta ignota | Kurt Sonnenfeld
850802753,IT\ICCU\LO1\1473316,Sonata 9. | P. Martino
850802754,IT\ICCU\LO1\1473317,Sonata 10. | P. Martino
850802755,IT\ICCU\LO1\1473318,Sonata 11. | Pa. Martino
850802756,IT\ICCU\LO1\1470206,Salon d'été. Ballet | Kurt Sonnenfeld
850802759,IT\ICCU\LO1\1470772,"Sonata per Piano e Violino: 1. Allegro deciso, 2. Andante con moto, 3. Finale Vivace | di A. Bazzini"
850802761,IT\ICCU\LO1\1469396,Milan by night | by Kurt Sonnenfeld
850802762,IT\ICCU\LO1\1469414,[Milan by night. A symphonic rhapsody. Partitura | by Kurt Sonnenfeld]
850802763,IT\ICCU\LO1\1469425,Nostalgia per pianoforte | [Kurt Sonnenfeld]
850802764,IT\ICCU\LO1\1469445,[Lontananza | Kurt Sonnenfeld]
850802766,IT\ICCU\LO1\1469233,Una storia vera | Kurt Sonnenfeld
850802767,IT\ICCU\LO1\1469241,"Una Storia vera. Favola musicale per canto, recitazione e orchestra | Kurt Sonnenfeld"
850802769,IT\ICCU\LO1\1469251,[Konzertstuck per percussioni e contrabbasso | Kurt Sonnenfeld]
850802770,IT\ICCU\LO1\1469381,Milan by night | by Kurt Sonnenfeld
850802772,IT\ICCU\LO1\1475142,Lamentazione di Geremia | del Sig.r Carlo Lenzi
850802773,IT\ICCU\LO1\1475148,Accademia in S.ta Maria 1786 | del Sig.r Lenzi
850802774,IT\ICCU\LO1\1475168,Drammatico blues | [Kurt Sonnenfeld]
850802775,IT\ICCU\LO1\1475173,Scherzo per due violini o instrumenti a fiato | Kurt Sonnenfeld
850802776,IT\ICCU\LO1\1475176,[Funkenspiel | Kurt Sonnenfeld]
850802778,IT\ICCU\LO1\1475222,Capriccio danzante per violoncello e pianoforte | Kurt Sonnenfeld
850802791,IT\ICCU\LO1\1476114,Pastorale per il SS.mo Natale | [Carlo Lenzi]
850802794,IT\ICCU\LO1\1476117,Sonata in Pastorale con VV.ni Oboé obligati e Corni Oblig.ti per S.ta Maria | del Lenzi
850802797,IT\ICCU\LO1\1478245,7. Divertimenti Pel Cembalo o Forte=Piano facili e piacevoli | del Sig.r Giuseppe Haydn
850802798,IT\ICCU\LO1\1475149,Cantata 3.a del Seminario | [Carlo Lenzi]
850802800,IT\ICCU\LO1\1475153,Sinfonia in D Cavata dal Originale | Del Sig.r Carlo Lenzi
850802801,IT\ICCU\LO1\1475162,Sonata in Pastorale per S.a M.a | Lenzi
850802809,IT\ICCU\LO1\1477657,"Romanza (assisa a pie' d'un salice) nell'Opera, Otello | Del Sig.r Gioachino Rossini"
850802810,IT\ICCU\TO0\1874075,I partigiani di Moscatelli | (Canzone dei partigiani)
850802814,IT\ICCU\LO1\1475051,Sonata in Pastorale per Santa M.a | del Lenzi
850802815,IT\ICCU\TO0\1874067,È caduta una stella... | Canzone slow.
850802816,IT\ICCU\TO0\1874078,Tornata è primavera | canzone a ritmo moderato di
850802821,IT\ICCU\LO1\1477676,Romanza Nell'Opera Tebaldo E Isolina | Del Sig.r Francesco Morlacchi
850802823,IT\ICCU\LO1\1476180,Cantata Seconda in S.ta Maria 1781 | [Carlo Lenzi]
850802824,IT\ICCU\LO1\1475725,Sinfonia prima per l'Accademia da recitarsi nella sala della Magnifica Città di Bergamo in occasione della partenza del N.H.S.E Gio Franc.o Correr Podestà e Vicecapit.o | del Lenzi
850802825,IT\ICCU\LO1\1476216,"Sonata 1. Per Cembalo o Piano Forte Con Accompagnamento di Violino, e Violoncello | Del Sig.r Ignazio Pleÿel"
850802827,IT\ICCU\LO1\1475923,Cinque illustrazioni per voce (soprano) e pianoforte | Kurt Sonnenfeld
850802828,IT\ICCU\LO1\1475929,Cinque illustrazioni per voce e piano | Kurt Sonnenfeld
850802829,IT\ICCU\LO1\1478083,5. Sonate Pel Cembalo o Forte=Piano | del Sig.r Carlo Filippo Emanuele Bach
850802830,IT\ICCU\LO1\1478271,Fuga Per il Piano e Forte | Del Sig.r Muzio Clementi
850802832,IT\ICCU\LO1\1478091,Preludio Sinfonico [per banda] | di Renzo Masutto Capo Musica nel 25.o Fant.a
850802833,IT\ICCU\LO1\1478098,Solfeggi ad una voce [per Tenore o Basso] | del M.o Guglielmo Mattioli
850802835,IT\ICCU\LO1\1478100,N:ro 6. Sonate per Cembalo | dell'Sig. Carlo Filipo Emanuel Bach
850802836,IT\ICCU\LO1\1478325,Contrappunto florido a 4 voci | Mascagni Pietro
850802837,IT\ICCU\LO1\1476109,Cantata 3.a per S.a M.a | [Carlo Lenzi]
850802838,IT\ICCU\LO1\1478108,Sonata 1.a Per Cembalo | Del Sig.r Muzio Clementi
850802839,IT\ICCU\LO1\1478117,Sonata 2. Per Cembalo | del Sig:r Muzio Clementi
850802840,IT\ICCU\LO1\1478555,Scena ed Aria nella Farsa La Prova degl'Orazi e Curiazi a S.Moisé il Carnevale 1806 | del Sig.r M.ro Carlo Mellara
850802841,IT\ICCU\LO1\1478557,La partenza delle Gondole | Composta da F. Menard
850802844,IT\ICCU\LO1\1478188,Sonata Per Clavicembalo o Forte=Piano | Composta dal Sig:r J: B: Cramer e dedicata al suo Maetro il Sig:r Muzio Clementi
850802845,IT\ICCU\LO1\1475206,[Funkenspiel | Kurt Sonnenfeld]
850802846,IT\ICCU\LO1\1475225,Kleine Gärtnerin | Von Frida Schanz
850802847,IT\ICCU\LO1\1475227,Muttertränen | von Frida Schanz
850802848,IT\ICCU\LO1\1475230,Müllerliedchen | von Frida Schanz
850802850,IT\ICCU\LO1\1478218,Sonata Pel Clavicembalo o Forte=Piano | del Sig.r Giuseppe Haydn
850802852,IT\ICCU\TO0\1874069,Giulia! | Canzone slow
850802854,IT\ICCU\TO0\1874093,Margherita | canzone tango di
850802855,IT\ICCU\MSM\0292204,Sinfonia | composta da Antonio Riva
850802857,IT\ICCU\LO1\1475104,Free air songs concert | by Kurt Sonnenfeld
850802859,IT\ICCU\LO1\1475171,Drammatico blues per contralto e orchestra | parole di Vittoria Astuni
850802860,IT\ICCU\LO1\1475178,[Funkenspiel | Kurt Sonnenfeld]
850802871,IT\ICCU\TO0\1874096,Bach-Ghedini | *Offerta musicale
850802875,IT\ICCU\LO1\1477646,"Cavatina (Elena! Oh tu, ch'io chiamo) Nell'opera La donna del Lago | Del Sig.r Maestro Rossini"
850802876,IT\ICCU\LO1\1476480,Caduto è il reprobo | del M.o Verdi
850802877,IT\ICCU\MSM\0292205,Rondò | composto da Antonio Riva
850802884,IT\ICCU\LO1\1478194,Sonata 3.a del Cahier 2.o | Del Sig.r Muzio Clementi
850802885,IT\ICCU\LO1\1478579,"Sonata Per Cembalo, o Piano=Forte | Del Sig:r Gaetano Valeri"
850802886,IT\ICCU\LO1\1478589,Pezzi Scelti Per Piano Forte od Organo | Compilati e ridotti da Benedetto Carulli
850802889,IT\ICCU\LO1\1478204,Sonata [4.a] Pel Forte=Piano | del Sig.r Muzio Clementi
850802891,IT\ICCU\LO1\1475215,Capriccio danzante | Kurt Sonnenfeld
850802895,IT\ICCU\LO1\1477663,Rondò Nell'Opera il Tancredi | Del Sig.r Gioachino Rossini
850802896,IT\ICCU\LO1\1477632,Scena e Romanza Nell'Opera Luisa Miller | del M.o Verdi
